,Stock Code,Order ID,Category,Sub Category,City,Region,Sales,Discount,Profit,Day of week,IsWeekend,Weather,Unit Cost,Units Sold,Date,Week,Rolling_avg_4weeks,Product Code
4907,FOO-DAL,OD3213,Food Grains,Dals & Pulses,Salem,Central,1191,0.13,83.37,4,0,Sunny,110,10,2018-04-20,2018-04-22,28.25,21
4908,FOO-DAL,OD8640,Food Grains,Dals & Pulses,Chennai,South,2385,0.19,810.9,0,0,Cloudy,110,21,2018-04-23,2018-04-29,37.5,21
4909,FOO-DAL,OD7895,Food Grains,Dals & Pulses,Coimbatore,East,1893,0.21,681.48,1,0,Sunny,110,17,2018-04-24,2018-04-29,37.5,21
4910,FOO-DAL,OD3089,Food Grains,Dals & Pulses,Perambalur,West,1642,0.14,229.88,2,0,Sunny,110,14,2018-04-25,2018-04-29,37.5,21
4911,FOO-DAL,OD9454,Food Grains,Dals & Pulses,Bodi,South,881,0.33,334.78,0,0,Cold,110,8,2018-04-30,2018-05-06,43.5,21
4912,FOO-DAL,OD2414,Food Grains,Dals & Pulses,Tirunelveli,Central,1641,0.24,361.02,3,0,Sunny,110,14,2018-05-03,2018-05-06,43.5,21
4913,FOO-DAL,OD7446,Food Grains,Dals & Pulses,Tenkasi,South,2220,0.3,466.2,5,1,Rainy,110,20,2018-05-05,2018-05-06,43.5,22
4914,FOO-DAL,OD5474,Food Grains,Dals & Pulses,Viluppuram,South,1764,0.33,546.84,2,0,Cloudy,110,16,2018-05-09,2018-05-13,44.0,22
4915,FOO-DAL,OD9659,Food Grains,Dals & Pulses,Pudukottai,West,1848,0.33,702.24,3,0,Cloudy,110,16,2018-05-10,2018-05-13,44.0,22
4916,FOO-DAL,OD9733,Food Grains,Dals & Pulses,Kanyakumari,West,2051,0.21,102.55,5,1,Cloudy,110,18,2018-05-12,2018-05-13,44.0,22
4917,FOO-DAL,OD6929,Food Grains,Dals & Pulses,Namakkal,Central,2494,0.2,523.74,6,1,Sunny,110,22,2018-05-13,2018-05-13,44.0,22
4918,FOO-DAL,OD715,Food Grains,Dals & Pulses,Theni,East,1797,0.28,449.25,5,1,Sunny,110,16,2018-05-19,2018-05-20,55.75,22
4919,FOO-DAL,OD5639,Food Grains,Dals & Pulses,Viluppuram,West,2406,0.11,312.78,6,1,Cloudy,110,21,2018-05-20,2018-05-20,55.75,22
4920,FOO-DAL,OD2647,Food Grains,Dals & Pulses,Vellore,Central,2218,0.17,842.84,6,1,Sunny,110,20,2018-05-20,2018-05-20,55.75,22
4921,FOO-DAL,OD9496,Food Grains,Dals & Pulses,Coimbatore,West,603,0.15,162.81,1,0,Cloudy,110,5,2018-05-22,2018-05-27,44.0,22
4922,FOO-DAL,OD9612,Food Grains,Dals & Pulses,Coimbatore,West,799,0.1,279.65,6,1,Rainy,110,7,2018-06-03,2018-06-03,35.25,22
4923,FOO-DAL,OD2127,Food Grains,Dals & Pulses,Trichy,East,1816,0.31,127.12,1,0,Sunny,110,16,2018-06-05,2018-06-10,25.5,22
4924,FOO-DAL,OD9884,Food Grains,Dals & Pulses,Perambalur,East,667,0.19,286.81,4,0,Windy,110,6,2018-06-08,2018-06-10,25.5,23
4925,FOO-DAL,OD9252,Food Grains,Dals & Pulses,Namakkal,East,1268,0.18,266.28,6,1,Sunny,110,11,2018-06-10,2018-06-10,25.5,23
4926,FOO-DAL,OD419,Food Grains,Dals & Pulses,Karur,South,1382,0.1,290.22,0,0,Windy,110,12,2018-06-11,2018-06-17,27.0,23
4927,FOO-DAL,OD1801,Food Grains,Dals & Pulses,Salem,West,1857,0.31,631.38,0,0,Cloudy,110,16,2018-06-11,2018-06-17,27.0,23
4928,FOO-DAL,OD3338,Food Grains,Dals & Pulses,Vellore,Central,1183,0.33,496.86,0,0,Sunny,110,10,2018-06-11,2018-06-17,27.0,23
4929,FOO-DAL,OD8693,Food Grains,Dals & Pulses,Perambalur,West,1063,0.27,265.75,2,0,Sunny,110,9,2018-06-13,2018-06-17,27.0,23
4930,FOO-DAL,OD9554,Food Grains,Dals & Pulses,Kanyakumari,West,1763,0.19,334.97,5,1,Cloudy,110,16,2018-06-16,2018-06-17,27.0,23
4931,FOO-DAL,OD1447,Food Grains,Dals & Pulses,Namakkal,Central,1472,0.14,88.32,1,0,Cloudy,110,13,2018-06-26,2018-07-01,34.75,23
4932,FOO-DAL,OD892,Food Grains,Dals & Pulses,Pudukottai,Central,748,0.28,224.4,1,0,Cloudy,110,6,2018-06-26,2018-07-01,34.75,23
4933,FOO-DAL,OD2318,Food Grains,Dals & Pulses,Bodi,West,1363,0.24,231.71,4,0,Cloudy,110,12,2018-06-29,2018-07-01,34.75,23
4934,FOO-DAL,OD3074,Food Grains,Dals & Pulses,Karur,West,1368,0.18,615.6,6,1,Sunny,110,12,2018-07-01,2018-07-01,34.75,23
4935,FOO-DAL,OD233,Food Grains,Dals & Pulses,Salem,South,826,0.18,247.8,2,0,Sunny,110,7,2018-07-04,2018-07-08,41.0,23
4936,FOO-DAL,OD4862,Food Grains,Dals & Pulses,Chennai,East,2258,0.29,361.28,5,1,Cloudy,110,20,2018-07-07,2018-07-08,41.0,23
4937,FOO-DAL,OD4527,Food Grains,Dals & Pulses,Chennai,West,1167,0.21,245.07,6,1,Cloudy,110,10,2018-07-08,2018-07-08,41.0,23
4938,FOO-DAL,OD4495,Food Grains,Dals & Pulses,Tirunelveli,West,1079,0.12,53.95,6,1,Windy,110,9,2018-07-08,2018-07-08,41.0,24
4939,FOO-DAL,OD4354,Food Grains,Dals & Pulses,Salem,West,1414,0.22,452.48,6,1,Cloudy,110,12,2018-07-08,2018-07-08,41.0,24
4940,FOO-DAL,OD4716,Food Grains,Dals & Pulses,Theni,West,1791,0.35,483.57,2,0,Cloudy,110,16,2018-07-11,2018-07-15,29.25,24
4941,FOO-DAL,OD1764,Food Grains,Dals & Pulses,Tenkasi,South,1907,0.17,419.54,0,0,Rainy,110,17,2018-07-16,2018-07-22,39.0,24
4942,FOO-DAL,OD4792,Food Grains,Dals & Pulses,Bodi,West,2430,0.29,170.1,2,0,Windy,110,22,2018-07-18,2018-07-22,39.0,24
4943,FOO-DAL,OD5093,Food Grains,Dals & Pulses,Madurai,South,2298,0.18,505.56,6,1,Sunny,110,20,2018-07-29,2018-07-29,33.25,24
4944,FOO-DAL,OD5892,Food Grains,Dals & Pulses,Chennai,Central,2317,0.11,718.27,5,1,Cloudy,110,21,2018-08-04,2018-08-05,24.0,24
4945,FOO-DAL,OD8665,Food Grains,Dals & Pulses,Tenkasi,West,1135,0.31,147.55,1,0,Rainy,110,10,2018-08-07,2018-08-12,22.5,24
4946,FOO-DAL,OD2575,Food Grains,Dals & Pulses,Vellore,West,1753,0.17,280.48,0,0,Windy,110,15,2018-08-13,2018-08-19,24.0,24
4947,FOO-DAL,OD8558,Food Grains,Dals & Pulses,Nagercoil,Central,2362,0.3,566.88,4,0,Rainy,110,21,2018-08-17,2018-08-19,24.0,24
4948,FOO-DAL,OD7674,Food Grains,Dals & Pulses,Tirunelveli,West,1005,0.26,130.65,4,0,Rainy,110,9,2018-08-17,2018-08-19,24.0,25
4949,FOO-DAL,OD829,Food Grains,Dals & Pulses,Tirunelveli,Central,693,0.12,173.25,1,0,Cloudy,110,6,2018-08-21,2018-08-26,25.5,25
4950,FOO-DAL,OD1947,Food Grains,Dals & Pulses,Tenkasi,West,811,0.24,308.18,1,0,Windy,110,7,2018-08-21,2018-08-26,25.5,25
4951,FOO-DAL,OD2847,Food Grains,Dals & Pulses,Ramanadhapuram,East,1526,0.14,167.86,4,0,Cloudy,110,13,2018-08-24,2018-08-26,25.5,25
4952,FOO-DAL,OD6384,Food Grains,Dals & Pulses,Theni,South,932,0.24,46.6,0,0,Cloudy,110,8,2018-08-27,2018-09-02,34.0,25
4953,FOO-DAL,OD8750,Food Grains,Dals & Pulses,Pudukottai,East,510,0.12,127.5,0,0,Cloudy,110,4,2018-08-27,2018-09-02,34.0,25
4954,FOO-DAL,OD6259,Food Grains,Dals & Pulses,Viluppuram,Central,1576,0.26,189.12,2,0,Cloudy,110,14,2018-08-29,2018-09-02,34.0,25
4955,FOO-DAL,OD6845,Food Grains,Dals & Pulses,Trichy,West,608,0.18,60.8,4,0,Sunny,110,5,2018-08-31,2018-09-02,34.0,25
4956,FOO-DAL,OD9981,Food Grains,Dals & Pulses,Vellore,West,1251,0.29,387.81,4,0,Rainy,110,11,2018-08-31,2018-09-02,34.0,25
4957,FOO-DAL,OD3268,Food Grains,Dals & Pulses,Dindigul,Central,1456,0.17,364.0,4,0,Cloudy,110,13,2018-08-31,2018-09-02,34.0,25
4958,FOO-DAL,OD9718,Food Grains,Dals & Pulses,Tirunelveli,West,2288,0.15,228.8,2,0,Windy,110,20,2018-09-05,2018-09-09,36.5,25
4959,FOO-DAL,OD2869,Food Grains,Dals & Pulses,Ooty,South,2374,0.32,284.88,2,0,Rainy,110,21,2018-09-12,2018-09-16,32.0,26
4960,FOO-DAL,OD726,Food Grains,Dals & Pulses,Tirunelveli,Central,661,0.14,92.54,6,1,Sunny,110,6,2018-09-16,2018-09-16,32.0,26
4961,FOO-DAL,OD3699,Food Grains,Dals & Pulses,Viluppuram,East,1341,0.16,321.84,0,0,Cloudy,110,12,2018-09-17,2018-09-23,44.0,26
4962,FOO-DAL,OD7466,Food Grains,Dals & Pulses,Vellore,South,1573,0.12,393.25,1,0,Cloudy,110,14,2018-09-18,2018-09-23,44.0,26
4963,FOO-DAL,OD2030,Food Grains,Dals & Pulses,Cumbum,Central,2174,0.29,934.82,1,0,Pleasant,110,19,2018-09-18,2018-09-23,44.0,26
4964,FOO-DAL,OD6224,Food Grains,Dals & Pulses,Krishnagiri,West,2036,0.15,875.48,2,0,Pleasant,110,18,2018-09-19,2018-09-23,44.0,26
4965,FOO-DAL,OD4373,Food Grains,Dals & Pulses,Ooty,West,1243,0.31,534.49,5,1,Pleasant,110,11,2018-09-22,2018-09-23,44.0,26
4966,FOO-DAL,OD9903,Food Grains,Dals & Pulses,Coimbatore,East,1515,0.32,651.45,0,0,Rainy,110,13,2018-09-24,2018-09-30,47.0,26
4967,FOO-DAL,OD9046,Food Grains,Dals & Pulses,Tirunelveli,West,1792,0.28,788.48,0,0,Rainy,110,16,2018-09-24,2018-09-30,47.0,26
4968,FOO-DAL,OD7352,Food Grains,Dals & Pulses,Perambalur,East,2368,0.19,426.24,1,0,Cloudy,110,21,2018-09-25,2018-09-30,47.0,26
4969,FOO-DAL,OD9724,Food Grains,Dals & Pulses,Vellore,West,1934,0.31,328.78,4,0,Rainy,110,17,2018-09-28,2018-09-30,47.0,26
4970,FOO-DAL,OD2636,Food Grains,Dals & Pulses,Bodi,Central,2174,0.2,673.94,1,0,Cold,110,19,2018-10-09,2018-10-14,40.0,27
4971,FOO-DAL,OD5843,Food Grains,Dals & Pulses,Pudukottai,West,573,0.25,126.06,4,0,Rainy,110,5,2018-10-19,2018-10-21,24.5,27
4972,FOO-DAL,OD3466,Food Grains,Dals & Pulses,Tenkasi,Central,870,0.22,60.9,6,1,Cloudy,110,7,2018-10-21,2018-10-21,24.5,27
4973,FOO-DAL,OD3679,Food Grains,Dals & Pulses,Karur,East,1701,0.25,714.42,6,1,Cloudy,110,15,2018-10-28,2018-10-28,11.5,27
4974,FOO-DAL,OD1648,Food Grains,Dals & Pulses,Trichy,East,669,0.3,100.35,1,0,Cloudy,110,6,2018-10-30,2018-11-04,24.25,27
4975,FOO-DAL,OD8067,Food Grains,Dals & Pulses,Chennai,West,2035,0.32,529.1,4,0,Rainy,110,18,2018-11-02,2018-11-04,24.25,27
4976,FOO-DAL,OD7152,Food Grains,Dals & Pulses,Viluppuram,East,2440,0.16,463.6,4,0,Cloudy,110,22,2018-11-02,2018-11-04,24.25,27
4977,FOO-DAL,OD9303,Food Grains,Dals & Pulses,Ooty,East,603,0.24,66.33,5,1,Rainy,110,5,2018-11-03,2018-11-04,24.25,27
4978,FOO-DAL,OD3209,Food Grains,Dals & Pulses,Ooty,Central,1934,0.11,135.38,2,0,Cloudy,110,17,2018-11-07,2018-11-11,31.5,27
4979,FOO-DAL,OD4424,Food Grains,Dals & Pulses,Madurai,West,1436,0.34,373.36,6,1,Cloudy,110,13,2018-11-11,2018-11-11,31.5,27
4980,FOO-DAL,OD3257,Food Grains,Dals & Pulses,Namakkal,Central,2069,0.23,744.84,6,1,Cloudy,110,18,2018-11-11,2018-11-11,31.5,27
4981,FOO-DAL,OD2429,Food Grains,Dals & Pulses,Krishnagiri,Central,2132,0.16,533.0,0,0,Cloudy,110,19,2018-11-12,2018-11-18,39.0,27
4982,FOO-DAL,OD3585,Food Grains,Dals & Pulses,Vellore,East,735,0.24,154.35,1,0,Cloudy,110,6,2018-11-13,2018-11-18,39.0,27
4983,FOO-DAL,OD9563,Food Grains,Dals & Pulses,Dindigul,West,853,0.24,255.9,4,0,Rainy,110,7,2018-11-16,2018-11-18,39.0,27
4984,FOO-DAL,OD3426,Food Grains,Dals & Pulses,Theni,Central,1116,0.17,111.6,6,1,Rainy,110,10,2018-11-18,2018-11-18,39.0,27
4985,FOO-DAL,OD4925,Food Grains,Dals & Pulses,Pudukottai,West,2319,0.21,533.37,0,0,Cloudy,110,21,2018-11-19,2018-11-25,46.75,27
4986,FOO-DAL,OD2673,Food Grains,Dals & Pulses,Tenkasi,Central,1179,0.27,506.97,0,0,Rainy,110,10,2018-11-19,2018-11-25,46.75,27
4987,FOO-DAL,OD9434,Food Grains,Dals & Pulses,Cumbum,South,1718,0.13,257.7,5,1,Rainy,110,15,2018-11-24,2018-11-25,46.75,28
4988,FOO-DAL,OD950,Food Grains,Dals & Pulses,Chennai,East,546,0.11,65.52,2,0,Pleasant,110,4,2018-11-28,2018-12-02,39.25,28
4989,FOO-DAL,OD8861,Food Grains,Dals & Pulses,Dharmapuri,East,1974,0.24,197.4,4,0,Pleasant,110,17,2018-11-30,2018-12-02,39.25,28
4990,FOO-DAL,OD2138,Food Grains,Dals & Pulses,Perambalur,East,1804,0.25,126.28,6,1,Pleasant,110,16,2018-12-09,2018-12-09,31.25,28
4991,FOO-DAL,OD8877,Food Grains,Dals & Pulses,Madurai,South,816,0.28,334.56,0,0,Cloudy,110,7,2018-12-10,2018-12-16,25.0,28
4992,FOO-DAL,OD3008,Food Grains,Dals & Pulses,Viluppuram,West,1196,0.22,131.56,1,0,Cloudy,110,10,2018-12-11,2018-12-16,25.0,28
4993,FOO-DAL,OD8086,Food Grains,Dals & Pulses,Virudhunagar,Central,855,0.24,128.25,1,0,Cloudy,110,7,2018-12-18,2018-12-23,22.75,28
4994,FOO-DAL,OD5304,Food Grains,Dals & Pulses,Dindigul,East,2232,0.14,803.52,4,0,Cloudy,110,20,2018-12-21,2018-12-23,22.75,28
4995,FOO-DAL,OD5789,Food Grains,Dals & Pulses,Pudukottai,East,1102,0.17,352.64,5,1,Cloudy,110,10,2018-12-22,2018-12-23,22.75,28
4996,FOO-DAL,OD111,Food Grains,Dals & Pulses,Namakkal,East,1487,0.12,505.58,1,0,Cloudy,110,13,2018-12-25,2018-12-30,26.75,28
4997,FOO-DAL,OD6514,Food Grains,Dals & Pulses,Trichy,East,1342,0.24,67.1,3,0,Pleasant,110,12,2018-12-27,2018-12-30,26.75,28
4998,FOO-DAL,OD9066,Food Grains,Dals & Pulses,Ramanadhapuram,Central,1423,0.16,213.45,4,0,Pleasant,110,12,2018-12-28,2018-12-30,26.75,28
4999,FOO-ORG,OD7580,Food Grains,Organic Staples,Nagercoil,South,1685,0.32,707.7,2,0,Pleasant,110,15,2015-01-07,2015-01-11,30.0,1
5000,FOO-ORG,OD5587,Food Grains,Organic Staples,Cumbum,West,1709,0.35,683.6,6,1,Pleasant,110,15,2015-01-11,2015-01-11,30.0,1
5001,FOO-ORG,OD6873,Food Grains,Organic Staples,Chennai,West,1353,0.28,514.14,6,1,Pleasant,110,12,2015-01-18,2015-01-18,12.0,1
5002,FOO-ORG,OD9431,Food Grains,Organic Staples,Theni,South,1991,0.33,696.85,0,0,Pleasant,110,18,2015-01-26,2015-02-01,15.0,1
5003,FOO-ORG,OD2118,Food Grains,Organic Staples,Virudhunagar,East,1840,0.16,588.8,0,0,Cloudy,110,16,2015-02-09,2015-02-15,13.75,1
5004,FOO-ORG,OD8039,Food Grains,Organic Staples,Ooty,West,2417,0.34,217.53,2,0,Pleasant,110,21,2015-02-11,2015-02-15,13.75,1
5005,FOO-ORG,OD9167,Food Grains,Organic Staples,Ramanadhapuram,Central,2085,0.16,938.25,0,0,Cloudy,110,18,2015-02-23,2015-03-01,13.75,1
5006,FOO-ORG,OD857,Food Grains,Organic Staples,Krishnagiri,East,1742,0.13,487.76,6,1,Cloudy,110,15,2015-03-08,2015-03-08,22.5,1
5007,FOO-ORG,OD203,Food Grains,Organic Staples,Ramanadhapuram,West,2245,0.24,404.1,6,1,Cloudy,110,20,2015-03-08,2015-03-08,22.5,1
5008,FOO-ORG,OD7265,Food Grains,Organic Staples,Namakkal,East,792,0.24,158.4,1,0,Sunny,110,7,2015-03-17,2015-03-22,25.0,1
5009,FOO-ORG,OD4210,Food Grains,Organic Staples,Ooty,South,2362,0.17,307.06,5,1,Pleasant,110,21,2015-03-21,2015-03-22,25.0,1
5010,FOO-ORG,OD4259,Food Grains,Organic Staples,Nagercoil,South,2173,0.26,934.39,6,1,Cloudy,110,19,2015-03-22,2015-03-22,25.0,1
5011,FOO-ORG,OD2997,Food Grains,Organic Staples,Virudhunagar,West,1151,0.35,391.34,0,0,Cloudy,110,10,2015-03-23,2015-03-29,23.0,1
5012,FOO-ORG,OD8725,Food Grains,Organic Staples,Theni,Central,845,0.14,270.4,0,0,Cloudy,110,7,2015-03-30,2015-04-05,27.75,1
5013,FOO-ORG,OD9693,Food Grains,Organic Staples,Tirunelveli,Central,559,0.3,100.62,0,0,Cloudy,110,5,2015-03-30,2015-04-05,27.75,1
5014,FOO-ORG,OD9642,Food Grains,Organic Staples,Viluppuram,West,1871,0.34,729.69,3,0,Cloudy,110,17,2015-04-02,2015-04-05,27.75,2
5015,FOO-ORG,OD4166,Food Grains,Organic Staples,Perambalur,South,1450,0.29,420.5,4,0,Sunny,110,13,2015-04-03,2015-04-05,27.75,2
5016,FOO-ORG,OD2048,Food Grains,Organic Staples,Perambalur,Central,1399,0.14,139.9,6,1,Sunny,110,12,2015-04-05,2015-04-05,27.75,2
5017,FOO-ORG,OD1639,Food Grains,Organic Staples,Theni,East,760,0.21,114.0,0,0,Sunny,110,6,2015-04-06,2015-04-12,33.0,2
5018,FOO-ORG,OD3053,Food Grains,Organic Staples,Madurai,West,691,0.29,200.39,2,0,Sunny,110,6,2015-04-08,2015-04-12,33.0,2
5019,FOO-ORG,OD320,Food Grains,Organic Staples,Krishnagiri,East,1027,0.16,328.64,5,1,Sunny,110,9,2015-04-11,2015-04-12,33.0,2
5020,FOO-ORG,OD6697,Food Grains,Organic Staples,Salem,East,1780,0.22,712.0,2,0,Cloudy,110,16,2015-04-22,2015-04-26,26.0,2
5021,FOO-ORG,OD8601,Food Grains,Organic Staples,Dindigul,East,672,0.21,134.4,3,0,Rainy,110,6,2015-04-23,2015-04-26,26.0,2
5022,FOO-ORG,OD6183,Food Grains,Organic Staples,Madurai,West,828,0.24,66.24,6,1,Cloudy,110,7,2015-04-26,2015-04-26,26.0,2
5023,FOO-ORG,OD2841,Food Grains,Organic Staples,Pudukottai,East,2433,0.24,608.25,6,1,Cloudy,110,22,2015-05-03,2015-05-03,18.0,2
5024,FOO-ORG,OD2601,Food Grains,Organic Staples,Vellore,Central,985,0.14,443.25,0,0,Sunny,110,8,2015-05-04,2015-05-10,20.5,2
5025,FOO-ORG,OD3861,Food Grains,Organic Staples,Coimbatore,East,1608,0.27,369.84,5,1,Cloudy,110,14,2015-05-09,2015-05-10,20.5,2
5026,FOO-ORG,OD4896,Food Grains,Organic Staples,Salem,West,998,0.13,269.46,6,1,Cloudy,110,9,2015-05-10,2015-05-10,20.5,2
5027,FOO-ORG,OD3269,Food Grains,Organic Staples,Virudhunagar,Central,1464,0.14,409.92,1,0,Cloudy,110,13,2015-05-19,2015-05-24,26.25,2
5028,FOO-ORG,OD9287,Food Grains,Organic Staples,Bodi,East,2352,0.11,729.12,3,0,Cloudy,110,21,2015-05-21,2015-05-24,26.25,2
5029,FOO-ORG,OD1222,Food Grains,Organic Staples,Pudukottai,Central,2016,0.29,645.12,3,0,Sunny,110,18,2015-05-21,2015-05-24,26.25,2
5030,FOO-ORG,OD7904,Food Grains,Organic Staples,Pudukottai,East,1824,0.12,802.56,5,1,Rainy,110,16,2015-05-30,2015-05-31,24.75,2
5031,FOO-ORG,OD3326,Food Grains,Organic Staples,Cumbum,Central,1512,0.23,650.16,5,1,Rainy,110,13,2015-06-20,2015-06-21,12.25,2
5032,FOO-ORG,OD691,Food Grains,Organic Staples,Karur,South,2231,0.23,379.27,6,1,Windy,110,20,2015-06-21,2015-06-21,12.25,3
5033,FOO-ORG,OD7052,Food Grains,Organic Staples,Kanyakumari,Central,925,0.13,101.75,1,0,Cloudy,110,8,2015-06-30,2015-07-05,10.25,3
5034,FOO-ORG,OD1721,Food Grains,Organic Staples,Karur,South,1532,0.19,505.56,6,1,Cloudy,110,13,2015-07-26,2015-07-26,5.25,3
5035,FOO-ORG,OD5581,Food Grains,Organic Staples,Pudukottai,West,2021,0.32,727.56,1,0,Cloudy,110,18,2015-08-11,2015-08-16,9.25,3
5036,FOO-ORG,OD4714,Food Grains,Organic Staples,Chennai,West,745,0.24,238.4,5,1,Cloudy,110,6,2015-08-15,2015-08-16,9.25,3
5037,FOO-ORG,OD6733,Food Grains,Organic Staples,Ramanadhapuram,South,501,0.28,65.13,0,0,Cloudy,110,4,2015-08-24,2015-08-30,11.0,3
5038,FOO-ORG,OD7707,Food Grains,Organic Staples,Namakkal,West,1828,0.12,749.48,1,0,Cloudy,110,16,2015-08-25,2015-08-30,11.0,3
5039,FOO-ORG,OD6,Food Grains,Organic Staples,Dharmapuri,West,2305,0.26,322.7,6,1,Rainy,110,20,2015-09-06,2015-09-06,16.0,4
5040,FOO-ORG,OD9665,Food Grains,Organic Staples,Salem,West,1337,0.32,441.21,0,0,Cloudy,110,12,2015-09-07,2015-09-13,20.75,4
5041,FOO-ORG,OD9509,Food Grains,Organic Staples,Bodi,West,2070,0.31,269.1,0,0,Windy,110,18,2015-09-07,2015-09-13,20.75,4
5042,FOO-ORG,OD2538,Food Grains,Organic Staples,Salem,West,1479,0.13,354.96,6,1,Cloudy,110,13,2015-09-13,2015-09-13,20.75,4
5043,FOO-ORG,OD263,Food Grains,Organic Staples,Kanyakumari,Central,943,0.33,150.88,5,1,Cloudy,110,8,2015-09-19,2015-09-20,22.75,4
5044,FOO-ORG,OD9361,Food Grains,Organic Staples,Ooty,East,806,0.18,354.64,2,0,Cloudy,110,7,2015-09-23,2015-09-27,19.5,4
5045,FOO-ORG,OD1045,Food Grains,Organic Staples,Dindigul,East,1807,0.35,704.73,2,0,Cloudy,110,16,2015-10-14,2015-10-18,12.25,4
5046,FOO-ORG,OD3454,Food Grains,Organic Staples,Kanyakumari,Central,907,0.22,163.26,2,0,Cloudy,110,8,2015-10-14,2015-10-18,12.25,5
5047,FOO-ORG,OD5830,Food Grains,Organic Staples,Coimbatore,South,2067,0.25,826.8,6,1,Cloudy,110,18,2015-10-18,2015-10-18,12.25,5
5048,FOO-ORG,OD147,Food Grains,Organic Staples,Theni,East,1564,0.27,187.68,3,0,Cloudy,110,14,2015-10-22,2015-10-25,14.0,5
5049,FOO-ORG,OD9460,Food Grains,Organic Staples,Ooty,South,1445,0.1,260.1,1,0,Cloudy,110,13,2015-10-27,2015-11-01,23.5,5
5050,FOO-ORG,OD9448,Food Grains,Organic Staples,Virudhunagar,South,1824,0.33,145.92,1,0,Cloudy,110,16,2015-10-27,2015-11-01,23.5,5
5051,FOO-ORG,OD2733,Food Grains,Organic Staples,Dindigul,East,1097,0.32,449.77,5,1,Rainy,110,9,2015-10-31,2015-11-01,23.5,6
5052,FOO-ORG,OD3893,Food Grains,Organic Staples,Karur,East,1736,0.26,590.24,1,0,Rainy,110,15,2015-11-10,2015-11-15,19.0,6
5053,FOO-ORG,OD2299,Food Grains,Organic Staples,Nagercoil,West,1010,0.13,313.1,6,1,Cloudy,110,9,2015-11-15,2015-11-15,19.0,6
5054,FOO-ORG,OD1464,Food Grains,Organic Staples,Pudukottai,Central,1482,0.25,592.8,0,0,Rainy,110,13,2015-11-16,2015-11-22,25.0,6
5055,FOO-ORG,OD2857,Food Grains,Organic Staples,Krishnagiri,East,720,0.24,216.0,2,0,Pleasant,110,6,2015-11-18,2015-11-22,25.0,6
5056,FOO-ORG,OD184,Food Grains,Organic Staples,Cumbum,South,578,0.19,236.98,3,0,Rainy,110,5,2015-11-19,2015-11-22,25.0,6
5057,FOO-ORG,OD7182,Food Grains,Organic Staples,Bodi,East,1630,0.3,407.5,4,0,Cold,110,14,2015-11-20,2015-11-22,25.0,6
5058,FOO-ORG,OD4693,Food Grains,Organic Staples,Salem,West,1821,0.22,218.52,0,0,Cloudy,110,16,2015-11-23,2015-11-29,33.75,6
5059,FOO-ORG,OD6973,Food Grains,Organic Staples,Cumbum,Central,907,0.15,263.03,2,0,Pleasant,110,8,2015-11-25,2015-11-29,33.75,6
5060,FOO-ORG,OD6838,Food Grains,Organic Staples,Namakkal,West,2163,0.3,475.86,2,0,Pleasant,110,19,2015-11-25,2015-11-29,33.75,7
5061,FOO-ORG,OD8883,Food Grains,Organic Staples,Madurai,West,1750,0.25,420.0,5,1,Pleasant,110,15,2015-11-28,2015-11-29,33.75,7
5062,FOO-ORG,OD2801,Food Grains,Organic Staples,Karur,East,1736,0.17,329.84,5,1,Pleasant,110,15,2015-11-28,2015-11-29,33.75,7
5063,FOO-ORG,OD7865,Food Grains,Organic Staples,Cumbum,West,557,0.33,139.25,6,1,Cloudy,110,5,2015-12-13,2015-12-13,29.0,7
5064,FOO-ORG,OD2971,Food Grains,Organic Staples,Madurai,West,2213,0.16,531.12,1,0,Pleasant,110,20,2015-12-29,2016-01-03,6.25,7
5065,FOO-ORG,OD8965,Food Grains,Organic Staples,Tenkasi,East,1063,0.35,340.16,6,1,Pleasant,110,9,2016-01-10,2016-01-10,7.25,7
5066,FOO-ORG,OD9471,Food Grains,Organic Staples,Perambalur,South,1761,0.26,757.23,6,1,Pleasant,110,16,2016-01-24,2016-01-24,11.25,7
5067,FOO-ORG,OD3314,Food Grains,Organic Staples,Trichy,Central,1923,0.29,423.06,6,1,Cloudy,110,17,2016-02-07,2016-02-07,8.25,7
5068,FOO-ORG,OD9486,Food Grains,Organic Staples,Tirunelveli,South,1205,0.1,228.95,2,0,Cloudy,110,10,2016-02-10,2016-02-14,13.0,7
5069,FOO-ORG,OD4676,Food Grains,Organic Staples,Dharmapuri,West,1062,0.17,74.34,3,0,Cloudy,110,9,2016-02-11,2016-02-14,13.0,7
5070,FOO-ORG,OD3722,Food Grains,Organic Staples,Kanyakumari,East,1900,0.26,855.0,3,0,Cloudy,110,17,2016-02-25,2016-02-28,13.25,8
5071,FOO-ORG,OD6010,Food Grains,Organic Staples,Karur,East,1045,0.3,94.05,2,0,Cloudy,110,9,2016-03-02,2016-03-06,16.5,8
5072,FOO-ORG,OD5357,Food Grains,Organic Staples,Vellore,East,2316,0.34,926.4,5,1,Cloudy,110,21,2016-03-05,2016-03-06,16.5,8
5073,FOO-ORG,OD3719,Food Grains,Organic Staples,Viluppuram,East,1974,0.22,789.6,0,0,Cloudy,110,17,2016-03-14,2016-03-20,19.75,8
5074,FOO-ORG,OD3481,Food Grains,Organic Staples,Theni,Central,1743,0.2,784.35,6,1,Sunny,110,15,2016-03-20,2016-03-20,19.75,8
