,Stock Code,Product Code,Manufacturing Date,Expiry Date,Initial_Qty,Remaining_Qty,Arrival Date,Shelf Life,Lead Time
617,SNA-CHO,18,2016-09-29,2017-03-28,136,0,2016-11-23,180.0,55.0
618,SNA-CHO,19,2016-10-20,2017-04-18,118,0,2016-12-14,180.0,55.0
619,SNA-CHO,20,2016-11-21,2017-05-20,90,0,2017-01-15,180.0,55.0
620,SNA-CHO,21,2017-01-20,2017-07-19,252,0,2017-03-16,180.0,55.0
621,SNA-CHO,22,2017-03-19,2017-09-15,54,0,2017-05-13,180.0,55.0
622,SNA-CHO,23,2017-05-08,2017-11-04,126,0,2017-07-02,180.0,55.0
623,SNA-CHO,24,2017-05-30,2017-11-26,227,0,2017-07-24,180.0,55.0
624,SNA-CHO,25,2017-06-22,2017-12-19,180,0,2017-08-16,180.0,55.0
625,SNA-CHO,26,2017-08-11,2018-02-07,107,0,2017-10-05,180.0,55.0
626,SNA-CHO,27,2017-09-04,2018-03-03,193,0,2017-10-29,180.0,55.0
627,SNA-CHO,28,2017-09-26,2018-03-25,243,0,2017-11-20,180.0,55.0
628,SNA-CHO,29,2017-10-22,2018-04-20,97,0,2017-12-16,180.0,55.0
629,SNA-CHO,30,2017-11-27,2018-05-26,202,0,2018-01-21,180.0,55.0
630,SNA-CHO,31,2017-12-17,2018-06-15,159,0,2018-02-10,180.0,55.0
631,SNA-CHO,32,2018-01-17,2018-07-16,131,0,2018-03-13,180.0,55.0
632,SNA-CHO,33,2018-01-31,2018-07-30,212,0,2018-03-27,180.0,55.0
633,SNA-CHO,34,2018-02-24,2018-08-23,205,0,2018-04-20,180.0,55.0
634,SNA-CHO,35,2018-04-02,2018-09-29,130,0,2018-05-27,180.0,55.0
635,SNA-CHO,36,2018-06-02,2018-11-29,41,0,2018-07-27,180.0,55.0
636,SNA-CHO,37,2018-07-01,2018-12-28,246,0,2018-08-25,180.0,55.0
637,SNA-CHO,38,2018-07-26,2019-01-22,305,0,2018-09-19,180.0,55.0
638,SNA-CHO,39,2018-08-25,2019-02-21,243,0,2018-10-19,180.0,55.0
639,SNA-CHO,40,2018-09-24,2019-03-23,216,0,2018-11-18,180.0,55.0
640,SNA-CHO,41,2018-10-12,2019-04-10,107,0,2018-12-06,180.0,55.0
641,SNA-CHO,42,2018-10-29,2019-04-27,178,74,2018-12-23,180.0,55.0
642,EGG-CHI,1,2015-01-02,2015-01-05,10,0,2015-01-03,,
643,EGG-CHI,2,2015-01-10,2015-01-13,4,0,2015-01-11,3.0,1.0
644,EGG-CHI,3,2015-01-16,2015-01-19,4,0,2015-01-17,3.0,1.0
645,EGG-CHI,4,2015-01-23,2015-01-26,8,0,2015-01-24,3.0,1.0
646,EGG-CHI,5,2015-01-30,2015-02-02,8,0,2015-01-31,3.0,1.0
647,EGG-CHI,6,2015-02-06,2015-02-09,8,0,2015-02-07,3.0,1.0
648,EGG-CHI,7,2015-02-13,2015-02-16,9,0,2015-02-14,3.0,1.0
649,EGG-CHI,8,2015-02-20,2015-02-23,9,0,2015-02-21,3.0,1.0
650,EGG-CHI,9,2015-02-26,2015-03-01,7,0,2015-02-27,3.0,1.0
651,EGG-CHI,10,2015-03-05,2015-03-08,10,0,2015-03-06,3.0,1.0
652,EGG-CHI,11,2015-03-10,2015-03-13,11,0,2015-03-11,3.0,1.0
653,EGG-CHI,12,2015-03-18,2015-03-21,20,0,2015-03-19,3.0,1.0
654,EGG-CHI,13,2015-03-25,2015-03-28,15,0,2015-03-26,3.0,1.0
655,EGG-CHI,14,2015-04-01,2015-04-04,13,0,2015-04-02,3.0,1.0
656,EGG-CHI,15,2015-04-08,2015-04-11,13,0,2015-04-09,3.0,1.0
657,EGG-CHI,16,2015-04-15,2015-04-18,11,0,2015-04-16,3.0,1.0
658,EGG-CHI,17,2015-04-22,2015-04-25,10,0,2015-04-23,3.0,1.0
659,EGG-CHI,18,2015-04-29,2015-05-02,14,0,2015-04-30,3.0,1.0
660,EGG-CHI,19,2015-05-07,2015-05-10,13,0,2015-05-08,3.0,1.0
661,EGG-CHI,20,2015-05-14,2015-05-17,13,0,2015-05-15,3.0,1.0
662,EGG-CHI,21,2015-05-21,2015-05-24,13,0,2015-05-22,3.0,1.0
663,EGG-CHI,22,2015-05-28,2015-05-31,12,0,2015-05-29,3.0,1.0
664,EGG-CHI,23,2015-06-04,2015-06-07,12,0,2015-06-05,3.0,1.0
665,EGG-CHI,24,2015-06-11,2015-06-14,14,0,2015-06-12,3.0,1.0
666,EGG-CHI,25,2015-06-18,2015-06-21,16,0,2015-06-19,3.0,1.0
667,EGG-CHI,26,2015-06-25,2015-06-28,13,0,2015-06-26,3.0,1.0
668,EGG-CHI,27,2015-07-02,2015-07-05,11,0,2015-07-03,3.0,1.0
669,EGG-CHI,28,2015-07-07,2015-07-10,4,0,2015-07-08,3.0,1.0
670,EGG-CHI,29,2015-07-13,2015-07-16,12,0,2015-07-14,3.0,1.0
671,EGG-CHI,30,2015-07-22,2015-07-25,14,0,2015-07-23,3.0,1.0
672,EGG-CHI,31,2015-07-29,2015-08-01,14,0,2015-07-30,3.0,1.0
673,EGG-CHI,32,2015-08-06,2015-08-09,14,0,2015-08-07,3.0,1.0
674,EGG-CHI,33,2015-08-13,2015-08-16,10,0,2015-08-14,3.0,1.0
675,EGG-CHI,34,2015-08-20,2015-08-23,12,0,2015-08-21,3.0,1.0
676,EGG-CHI,35,2015-08-27,2015-08-30,12,0,2015-08-28,3.0,1.0
677,EGG-CHI,36,2015-09-03,2015-09-06,12,0,2015-09-04,3.0,1.0
678,EGG-CHI,37,2015-09-10,2015-09-13,12,0,2015-09-11,3.0,1.0
679,EGG-CHI,38,2015-09-15,2015-09-18,11,0,2015-09-16,3.0,1.0
680,EGG-CHI,39,2015-09-23,2015-09-26,13,0,2015-09-24,3.0,1.0
681,EGG-CHI,40,2015-09-30,2015-10-03,17,0,2015-10-01,3.0,1.0
682,EGG-CHI,41,2015-10-05,2015-10-08,2,0,2015-10-06,3.0,1.0
683,EGG-CHI,42,2015-10-13,2015-10-16,15,0,2015-10-14,3.0,1.0
684,EGG-CHI,43,2015-10-20,2015-10-23,11,0,2015-10-21,3.0,1.0
685,EGG-CHI,44,2015-10-28,2015-10-31,13,0,2015-10-29,3.0,1.0
686,EGG-CHI,45,2015-11-04,2015-11-07,13,0,2015-11-05,3.0,1.0
687,EGG-CHI,46,2015-11-09,2015-11-12,8,0,2015-11-10,3.0,1.0
688,EGG-CHI,47,2015-11-18,2015-11-21,17,0,2015-11-19,3.0,1.0
689,EGG-CHI,48,2015-11-25,2015-11-28,18,0,2015-11-26,3.0,1.0
690,EGG-CHI,49,2015-12-02,2015-12-05,21,0,2015-12-03,3.0,1.0
691,EGG-CHI,50,2015-12-09,2015-12-12,21,0,2015-12-10,3.0,1.0
692,EGG-CHI,51,2015-12-16,2015-12-19,17,0,2015-12-17,3.0,1.0
693,EGG-CHI,52,2015-12-23,2015-12-26,12,0,2015-12-24,3.0,1.0
694,EGG-CHI,53,2015-12-30,2016-01-02,13,0,2015-12-31,3.0,1.0
695,EGG-CHI,54,2016-01-07,2016-01-10,16,0,2016-01-08,3.0,1.0
696,EGG-CHI,55,2016-01-14,2016-01-17,12,0,2016-01-15,3.0,1.0
697,EGG-CHI,56,2016-01-21,2016-01-24,12,0,2016-01-22,3.0,1.0
698,EGG-CHI,57,2016-01-28,2016-01-31,12,0,2016-01-29,3.0,1.0
699,EGG-CHI,58,2016-02-04,2016-02-07,12,0,2016-02-05,3.0,1.0
700,EGG-CHI,59,2016-02-11,2016-02-14,14,0,2016-02-12,3.0,1.0
701,EGG-CHI,60,2016-02-18,2016-02-21,16,0,2016-02-19,3.0,1.0
702,EGG-CHI,61,2016-02-25,2016-02-28,14,0,2016-02-26,3.0,1.0
703,EGG-CHI,62,2016-03-03,2016-03-06,14,0,2016-03-04,3.0,1.0
704,EGG-CHI,63,2016-03-11,2016-03-14,14,0,2016-03-12,3.0,1.0
705,EGG-CHI,64,2016-03-18,2016-03-21,12,0,2016-03-19,3.0,1.0
706,EGG-CHI,65,2016-03-25,2016-03-28,12,0,2016-03-26,3.0,1.0
707,EGG-CHI,66,2016-04-01,2016-04-04,13,0,2016-04-02,3.0,1.0
708,EGG-CHI,67,2016-04-08,2016-04-11,13,0,2016-04-09,3.0,1.0
709,EGG-CHI,68,2016-04-14,2016-04-17,6,0,2016-04-15,3.0,1.0
710,EGG-CHI,69,2016-04-21,2016-04-24,18,0,2016-04-22,3.0,1.0
711,EGG-CHI,70,2016-04-28,2016-05-01,18,0,2016-04-29,3.0,1.0
712,EGG-CHI,71,2016-05-05,2016-05-08,13,0,2016-05-06,3.0,1.0
713,EGG-CHI,72,2016-05-10,2016-05-13,3,0,2016-05-11,3.0,1.0
714,EGG-CHI,73,2016-05-15,2016-05-18,12,0,2016-05-16,3.0,1.0
715,EGG-CHI,74,2016-05-22,2016-05-25,13,0,2016-05-23,3.0,1.0
716,EGG-CHI,75,2016-05-29,2016-06-01,10,0,2016-05-30,3.0,1.0
717,EGG-CHI,76,2016-06-05,2016-06-08,10,0,2016-06-06,3.0,1.0
718,EGG-CHI,77,2016-06-12,2016-06-15,11,0,2016-06-13,3.0,1.0
719,EGG-CHI,78,2016-06-19,2016-06-22,10,0,2016-06-20,3.0,1.0
720,EGG-CHI,79,2016-06-26,2016-06-29,10,0,2016-06-27,3.0,1.0
721,EGG-CHI,80,2016-07-02,2016-07-05,3,0,2016-07-03,3.0,1.0
722,EGG-CHI,81,2016-07-09,2016-07-12,10,0,2016-07-10,3.0,1.0
723,EGG-CHI,82,2016-07-15,2016-07-18,13,0,2016-07-16,3.0,1.0
724,EGG-CHI,83,2016-07-21,2016-07-24,10,0,2016-07-22,3.0,1.0
725,EGG-CHI,84,2016-07-28,2016-07-31,14,0,2016-07-29,3.0,1.0
726,EGG-CHI,85,2016-08-04,2016-08-07,14,0,2016-08-05,3.0,1.0
727,EGG-CHI,86,2016-08-09,2016-08-12,5,0,2016-08-10,3.0,1.0
728,EGG-CHI,87,2016-08-15,2016-08-18,22,0,2016-08-16,3.0,1.0
729,EGG-CHI,88,2016-08-25,2016-08-28,22,0,2016-08-26,3.0,1.0
730,EGG-CHI,89,2016-09-01,2016-09-04,22,0,2016-09-02,3.0,1.0
731,EGG-CHI,90,2016-09-06,2016-09-09,7,0,2016-09-07,3.0,1.0
732,EGG-CHI,91,2016-09-12,2016-09-15,15,0,2016-09-13,3.0,1.0
733,EGG-CHI,92,2016-09-19,2016-09-22,18,0,2016-09-20,3.0,1.0
734,EGG-CHI,93,2016-09-26,2016-09-29,20,0,2016-09-27,3.0,1.0
735,EGG-CHI,94,2016-10-05,2016-10-08,23,0,2016-10-06,3.0,1.0
736,EGG-CHI,95,2016-10-12,2016-10-15,23,0,2016-10-13,3.0,1.0
737,EGG-CHI,96,2016-10-19,2016-10-22,20,0,2016-10-20,3.0,1.0
738,EGG-CHI,97,2016-10-26,2016-10-29,19,0,2016-10-27,3.0,1.0
739,EGG-CHI,98,2016-11-02,2016-11-05,19,0,2016-11-03,3.0,1.0
740,EGG-CHI,99,2016-11-09,2016-11-12,14,0,2016-11-10,3.0,1.0
741,EGG-CHI,100,2016-11-16,2016-11-19,12,0,2016-11-17,3.0,1.0
742,EGG-CHI,101,2016-11-23,2016-11-26,12,0,2016-11-24,3.0,1.0
743,EGG-CHI,102,2016-11-30,2016-12-03,13,0,2016-12-01,3.0,1.0
744,EGG-CHI,103,2016-12-07,2016-12-10,10,0,2016-12-08,3.0,1.0
745,EGG-CHI,104,2016-12-13,2016-12-16,15,0,2016-12-14,3.0,1.0
746,EGG-CHI,105,2016-12-18,2016-12-21,7,0,2016-12-19,3.0,1.0
747,EGG-CHI,106,2016-12-23,2016-12-26,16,0,2016-12-24,3.0,1.0
748,EGG-CHI,107,2016-12-28,2016-12-31,22,0,2016-12-29,3.0,1.0
749,EGG-CHI,108,2017-01-04,2017-01-07,21,0,2017-01-05,3.0,1.0
750,EGG-CHI,109,2017-01-09,2017-01-12,5,0,2017-01-10,3.0,1.0
751,EGG-CHI,110,2017-01-16,2017-01-19,16,0,2017-01-17,3.0,1.0
752,EGG-CHI,111,2017-01-25,2017-01-28,16,0,2017-01-26,3.0,1.0
753,EGG-CHI,112,2017-02-01,2017-02-04,14,0,2017-02-02,3.0,1.0
754,EGG-CHI,113,2017-02-08,2017-02-11,14,0,2017-02-09,3.0,1.0
755,EGG-CHI,114,2017-02-14,2017-02-17,7,0,2017-02-15,3.0,1.0
756,EGG-CHI,115,2017-02-23,2017-02-26,13,0,2017-02-24,3.0,1.0
757,EGG-CHI,116,2017-03-03,2017-03-06,13,0,2017-03-04,3.0,1.0
758,EGG-CHI,117,2017-03-10,2017-03-13,10,0,2017-03-11,3.0,1.0
759,EGG-CHI,118,2017-03-15,2017-03-18,13,0,2017-03-16,3.0,1.0
760,EGG-CHI,119,2017-03-22,2017-03-25,12,0,2017-03-23,3.0,1.0
761,EGG-CHI,120,2017-03-29,2017-04-01,12,0,2017-03-30,3.0,1.0
762,EGG-CHI,121,2017-04-05,2017-04-08,12,0,2017-04-06,3.0,1.0
763,EGG-CHI,122,2017-04-11,2017-04-14,13,0,2017-04-12,3.0,1.0
764,EGG-CHI,123,2017-04-18,2017-04-21,13,0,2017-04-19,3.0,1.0
765,EGG-CHI,124,2017-04-23,2017-04-26,7,0,2017-04-24,3.0,1.0
766,EGG-CHI,125,2017-04-30,2017-05-03,12,0,2017-05-01,3.0,1.0
767,EGG-CHI,126,2017-05-06,2017-05-09,11,0,2017-05-07,3.0,1.0
768,EGG-CHI,127,2017-05-13,2017-05-16,20,0,2017-05-14,3.0,1.0
769,EGG-CHI,128,2017-05-20,2017-05-23,20,0,2017-05-21,3.0,1.0
770,EGG-CHI,129,2017-05-27,2017-05-30,15,0,2017-05-28,3.0,1.0
771,EGG-CHI,130,2017-06-03,2017-06-06,19,0,2017-06-04,3.0,1.0
772,EGG-CHI,131,2017-06-10,2017-06-13,21,0,2017-06-11,3.0,1.0
773,EGG-CHI,132,2017-06-17,2017-06-20,21,0,2017-06-18,3.0,1.0
774,EGG-CHI,133,2017-06-22,2017-06-25,8,0,2017-06-23,3.0,1.0
775,EGG-CHI,134,2017-06-29,2017-07-02,20,0,2017-06-30,3.0,1.0
776,EGG-CHI,135,2017-07-05,2017-07-08,8,0,2017-07-06,3.0,1.0
777,EGG-CHI,136,2017-07-11,2017-07-14,15,0,2017-07-12,3.0,1.0
778,EGG-CHI,137,2017-07-18,2017-07-21,16,0,2017-07-19,3.0,1.0
779,EGG-CHI,138,2017-07-25,2017-07-28,17,0,2017-07-26,3.0,1.0
780,EGG-CHI,139,2017-08-01,2017-08-04,17,0,2017-08-02,3.0,1.0
781,EGG-CHI,140,2017-08-08,2017-08-11,15,0,2017-08-09,3.0,1.0
782,EGG-CHI,141,2017-08-13,2017-08-16,6,0,2017-08-14,3.0,1.0
783,EGG-CHI,142,2017-08-20,2017-08-23,11,0,2017-08-21,3.0,1.0
784,EGG-CHI,143,2017-08-27,2017-08-30,11,0,2017-08-28,3.0,1.0
785,EGG-CHI,144,2017-09-03,2017-09-06,10,0,2017-09-04,3.0,1.0
786,EGG-CHI,145,2017-09-09,2017-09-12,10,0,2017-09-10,3.0,1.0
787,EGG-CHI,146,2017-09-16,2017-09-19,12,0,2017-09-17,3.0,1.0
788,EGG-CHI,147,2017-09-21,2017-09-24,2,0,2017-09-22,3.0,1.0
789,EGG-CHI,148,2017-09-26,2017-09-29,11,0,2017-09-27,3.0,1.0
790,EGG-CHI,149,2017-10-03,2017-10-06,15,0,2017-10-04,3.0,1.0
791,EGG-CHI,150,2017-10-10,2017-10-13,16,0,2017-10-11,3.0,1.0
792,EGG-CHI,151,2017-10-17,2017-10-20,12,0,2017-10-18,3.0,1.0
793,EGG-CHI,152,2017-10-24,2017-10-27,9,0,2017-10-25,3.0,1.0
794,EGG-CHI,153,2017-10-31,2017-11-03,9,0,2017-11-01,3.0,1.0
795,EGG-CHI,154,2017-11-07,2017-11-10,9,0,2017-11-08,3.0,1.0
796,EGG-CHI,155,2017-11-13,2017-11-16,10,0,2017-11-14,3.0,1.0
797,EGG-CHI,156,2017-11-20,2017-11-23,12,0,2017-11-21,3.0,1.0
798,EGG-CHI,157,2017-11-27,2017-11-30,15,0,2017-11-28,3.0,1.0
799,EGG-CHI,158,2017-12-02,2017-12-05,9,0,2017-12-03,3.0,1.0
800,EGG-CHI,159,2017-12-09,2017-12-12,15,0,2017-12-10,3.0,1.0
801,EGG-CHI,160,2017-12-16,2017-12-19,18,0,2017-12-17,3.0,1.0
802,EGG-CHI,161,2017-12-21,2017-12-24,5,0,2017-12-22,3.0,1.0
803,EGG-CHI,162,2017-12-28,2017-12-31,16,0,2017-12-29,3.0,1.0
804,EGG-CHI,163,2018-01-04,2018-01-07,13,0,2018-01-05,3.0,1.0
805,EGG-CHI,164,2018-01-11,2018-01-14,14,0,2018-01-12,3.0,1.0
806,EGG-CHI,165,2018-01-16,2018-01-19,20,0,2018-01-17,3.0,1.0
807,EGG-CHI,166,2018-01-23,2018-01-26,20,0,2018-01-24,3.0,1.0
808,EGG-CHI,167,2018-01-30,2018-02-02,18,0,2018-01-31,3.0,1.0
809,EGG-CHI,168,2018-02-06,2018-02-09,13,0,2018-02-07,3.0,1.0
810,EGG-CHI,169,2018-02-13,2018-02-16,9,0,2018-02-14,3.0,1.0
811,EGG-CHI,170,2018-02-20,2018-02-23,15,0,2018-02-21,3.0,1.0
812,EGG-CHI,171,2018-02-27,2018-03-02,13,0,2018-02-28,3.0,1.0
813,EGG-CHI,172,2018-03-06,2018-03-09,9,0,2018-03-07,3.0,1.0
814,EGG-CHI,173,2018-03-11,2018-03-14,12,0,2018-03-12,3.0,1.0
815,EGG-CHI,174,2018-03-17,2018-03-20,4,0,2018-03-18,3.0,1.0
816,EGG-CHI,175,2018-03-22,2018-03-25,11,0,2018-03-23,3.0,1.0
817,EGG-CHI,176,2018-03-29,2018-04-01,11,0,2018-03-30,3.0,1.0
818,EGG-CHI,177,2018-04-06,2018-04-09,13,0,2018-04-07,3.0,1.0
819,EGG-CHI,178,2018-04-13,2018-04-16,12,0,2018-04-14,3.0,1.0
820,EGG-CHI,179,2018-04-20,2018-04-23,12,0,2018-04-21,3.0,1.0
821,EGG-CHI,180,2018-04-27,2018-04-30,12,0,2018-04-28,3.0,1.0
822,EGG-CHI,181,2018-05-04,2018-05-07,12,0,2018-05-05,3.0,1.0
823,EGG-CHI,182,2018-05-11,2018-05-14,12,0,2018-05-12,3.0,1.0
824,EGG-CHI,183,2018-05-16,2018-05-19,10,0,2018-05-17,3.0,1.0
825,EGG-CHI,184,2018-05-23,2018-05-26,17,0,2018-05-24,3.0,1.0
826,EGG-CHI,185,2018-05-29,2018-06-01,4,0,2018-05-30,3.0,1.0
827,EGG-CHI,186,2018-06-05,2018-06-08,12,0,2018-06-06,3.0,1.0
828,EGG-CHI,187,2018-06-10,2018-06-13,8,0,2018-06-11,3.0,1.0
829,EGG-CHI,188,2018-06-17,2018-06-20,12,0,2018-06-18,3.0,1.0
830,EGG-CHI,189,2018-06-24,2018-06-27,11,0,2018-06-25,3.0,1.0
831,EGG-CHI,190,2018-06-29,2018-07-02,10,0,2018-06-30,3.0,1.0
832,EGG-CHI,191,2018-07-05,2018-07-08,5,0,2018-07-06,3.0,1.0
833,EGG-CHI,192,2018-07-12,2018-07-15,13,0,2018-07-13,3.0,1.0
834,EGG-CHI,193,2018-07-19,2018-07-22,12,0,2018-07-20,3.0,1.0
835,EGG-CHI,194,2018-07-25,2018-07-28,1,0,2018-07-26,3.0,1.0
836,EGG-CHI,195,2018-08-01,2018-08-04,8,0,2018-08-02,3.0,1.0
837,EGG-CHI,196,2018-08-08,2018-08-11,8,0,2018-08-09,3.0,1.0
838,EGG-CHI,197,2018-08-15,2018-08-18,10,0,2018-08-16,3.0,1.0
839,EGG-CHI,198,2018-08-21,2018-08-24,6,0,2018-08-22,3.0,1.0
840,EGG-CHI,199,2018-08-28,2018-08-31,11,0,2018-08-29,3.0,1.0
841,EGG-CHI,200,2018-09-04,2018-09-07,13,0,2018-09-05,3.0,1.0
842,EGG-CHI,201,2018-09-11,2018-09-14,12,0,2018-09-12,3.0,1.0
843,EGG-CHI,202,2018-09-18,2018-09-21,8,0,2018-09-19,3.0,1.0
844,EGG-CHI,203,2018-09-25,2018-09-28,14,0,2018-09-26,3.0,1.0
845,EGG-CHI,204,2018-09-30,2018-10-03,3,0,2018-10-01,3.0,1.0
846,EGG-CHI,205,2018-10-07,2018-10-10,12,0,2018-10-08,3.0,1.0
847,EGG-CHI,206,2018-10-13,2018-10-16,9,0,2018-10-14,3.0,1.0
848,EGG-CHI,207,2018-10-20,2018-10-23,13,0,2018-10-21,3.0,1.0
849,EGG-CHI,208,2018-10-26,2018-10-29,7,0,2018-10-27,3.0,1.0
850,EGG-CHI,209,2018-11-02,2018-11-05,14,0,2018-11-03,3.0,1.0
851,EGG-CHI,210,2018-11-07,2018-11-10,3,0,2018-11-08,3.0,1.0
852,EGG-CHI,211,2018-11-15,2018-11-18,11,0,2018-11-16,3.0,1.0
853,EGG-CHI,212,2018-11-22,2018-11-25,10,0,2018-11-23,3.0,1.0
854,EGG-CHI,213,2018-11-28,2018-12-01,8,0,2018-11-29,3.0,1.0
855,EGG-CHI,214,2018-12-04,2018-12-07,9,0,2018-12-05,3.0,1.0
856,EGG-CHI,215,2018-12-09,2018-12-12,17,0,2018-12-10,3.0,1.0
857,EGG-CHI,216,2018-12-15,2018-12-18,3,0,2018-12-16,3.0,1.0
858,EGG-CHI,217,2018-12-20,2018-12-23,13,0,2018-12-21,3.0,1.0
859,EGG-CHI,218,2018-12-27,2018-12-30,15,0,2018-12-28,3.0,1.0
860,OIL-MAS,1,2014-12-05,2015-12-05,112,0,2015-01-04,,
861,OIL-MAS,2,2015-02-15,2016-02-15,3,0,2015-03-17,365.0,30.0
862,OIL-MAS,3,2015-03-08,2016-03-07,54,0,2015-04-07,365.0,30.0
863,OIL-MAS,4,2015-05-03,2016-05-02,27,0,2015-06-02,365.0,30.0
864,OIL-MAS,5,2015-05-30,2016-05-29,31,0,2015-06-29,365.0,30.0
865,OIL-MAS,6,2015-06-18,2016-06-17,36,0,2015-07-18,365.0,30.0
866,OIL-MAS,7,2015-08-02,2016-08-01,20,0,2015-09-01,365.0,30.0
867,OIL-MAS,8,2015-08-30,2016-08-29,51,0,2015-09-29,365.0,30.0
868,OIL-MAS,9,2015-10-30,2016-10-29,19,0,2015-11-29,365.0,30.0
869,OIL-MAS,10,2015-12-03,2016-12-02,42,0,2016-01-02,365.0,30.0
870,OIL-MAS,11,2015-12-21,2016-12-20,42,0,2016-01-20,365.0,30.0
871,OIL-MAS,12,2016-02-08,2017-02-07,35,0,2016-03-09,365.0,30.0
872,OIL-MAS,13,2016-02-28,2017-02-27,48,0,2016-03-29,365.0,30.0
873,OIL-MAS,14,2016-04-11,2017-04-11,23,0,2016-05-11,365.0,30.0
874,OIL-MAS,15,2016-05-21,2017-05-21,49,0,2016-06-20,365.0,30.0
875,OIL-MAS,16,2016-06-27,2017-06-27,23,0,2016-07-27,365.0,30.0
876,OIL-MAS,17,2016-08-05,2017-08-05,41,0,2016-09-04,365.0,30.0
877,OIL-MAS,18,2016-09-17,2017-09-17,34,0,2016-10-17,365.0,30.0
878,OIL-MAS,19,2016-10-20,2017-10-20,41,0,2016-11-19,365.0,30.0
879,OIL-MAS,20,2016-11-16,2017-11-16,28,0,2016-12-16,365.0,30.0
880,OIL-MAS,21,2016-12-12,2017-12-12,37,0,2017-01-11,365.0,30.0
881,OIL-MAS,22,2017-01-20,2018-01-20,24,0,2017-02-19,365.0,30.0
882,OIL-MAS,23,2017-02-12,2018-02-12,36,0,2017-03-14,365.0,30.0
883,OIL-MAS,24,2017-03-15,2018-03-15,37,0,2017-04-14,365.0,30.0
884,OIL-MAS,25,2017-04-12,2018-04-12,53,0,2017-05-12,365.0,30.0
885,OIL-MAS,26,2017-05-18,2018-05-18,22,0,2017-06-17,365.0,30.0
886,OIL-MAS,27,2017-06-14,2018-06-14,33,0,2017-07-14,365.0,30.0
887,OIL-MAS,28,2017-07-11,2018-07-11,40,0,2017-08-10,365.0,30.0
888,OIL-MAS,29,2017-08-06,2018-08-06,26,0,2017-09-05,365.0,30.0
889,OIL-MAS,30,2017-08-25,2018-08-25,57,0,2017-09-24,365.0,30.0
890,OIL-MAS,31,2017-09-21,2018-09-21,39,0,2017-10-21,365.0,30.0
891,OIL-MAS,32,2017-11-02,2018-11-02,19,0,2017-12-02,365.0,30.0
892,OIL-MAS,33,2017-11-29,2018-11-29,33,0,2017-12-29,365.0,30.0
893,OIL-MAS,34,2017-12-20,2018-12-20,26,0,2018-01-19,365.0,30.0
894,OIL-MAS,35,2018-01-17,2019-01-17,43,0,2018-02-16,365.0,30.0
895,OIL-MAS,36,2018-02-16,2019-02-16,48,0,2018-03-18,365.0,30.0
896,OIL-MAS,37,2018-03-20,2019-03-20,40,0,2018-04-19,365.0,30.0
897,OIL-MAS,38,2018-05-07,2019-05-07,32,0,2018-06-06,365.0,30.0
898,OIL-MAS,39,2018-06-14,2019-06-14,12,0,2018-07-14,365.0,30.0
899,OIL-MAS,40,2018-06-25,2019-06-25,49,0,2018-07-25,365.0,30.0
900,OIL-MAS,41,2018-07-20,2019-07-20,52,0,2018-08-19,365.0,30.0
901,OIL-MAS,42,2018-08-19,2019-08-19,32,0,2018-09-18,365.0,30.0
902,OIL-MAS,43,2018-08-30,2019-08-30,70,0,2018-09-29,365.0,30.0
903,OIL-MAS,44,2018-09-28,2019-09-28,48,0,2018-10-28,365.0,30.0
904,OIL-MAS,45,2018-10-21,2019-10-21,38,0,2018-11-20,365.0,30.0
905,OIL-MAS,46,2018-11-18,2019-11-18,31,0,2018-12-18,365.0,30.0
906,BAK-BRE,1,2015-01-05,2015-01-09,328,0,2015-01-06,,
907,BAK-BRE,2,2015-01-13,2015-01-17,111,0,2015-01-14,4.0,1.0
908,BAK-BRE,3,2015-01-22,2015-01-26,93,0,2015-01-23,4.0,1.0
909,BAK-BRE,4,2015-01-30,2015-02-03,90,0,2015-01-31,4.0,1.0
910,BAK-BRE,5,2015-02-07,2015-02-11,90,0,2015-02-08,4.0,1.0
911,BAK-BRE,6,2015-02-15,2015-02-19,74,0,2015-02-16,4.0,1.0
912,BAK-BRE,7,2015-02-24,2015-02-28,83,0,2015-02-25,4.0,1.0
913,BAK-BRE,8,2015-03-05,2015-03-09,69,0,2015-03-06,4.0,1.0
914,BAK-BRE,9,2015-03-13,2015-03-17,69,0,2015-03-14,4.0,1.0
915,BAK-BRE,10,2015-03-21,2015-03-25,93,0,2015-03-22,4.0,1.0
916,BAK-BRE,11,2015-03-29,2015-04-02,110,0,2015-03-30,4.0,1.0
917,BAK-BRE,12,2015-04-06,2015-04-10,83,0,2015-04-07,4.0,1.0
918,BAK-BRE,13,2015-04-11,2015-04-15,35,0,2015-04-12,4.0,1.0
919,BAK-BRE,14,2015-04-19,2015-04-23,60,0,2015-04-20,4.0,1.0
920,BAK-BRE,15,2015-04-27,2015-05-01,94,0,2015-04-28,4.0,1.0
921,BAK-BRE,16,2015-05-05,2015-05-09,94,0,2015-05-06,4.0,1.0
922,BAK-BRE,17,2015-05-13,2015-05-17,78,0,2015-05-14,4.0,1.0
923,BAK-BRE,18,2015-05-21,2015-05-25,69,0,2015-05-22,4.0,1.0
924,BAK-BRE,19,2015-05-28,2015-06-01,22,0,2015-05-29,4.0,1.0
925,BAK-BRE,20,2015-06-05,2015-06-09,58,0,2015-06-06,4.0,1.0
926,BAK-BRE,21,2015-06-10,2015-06-14,70,0,2015-06-11,4.0,1.0
